"time","close","open","high","low","volume","day_before_ratio"
"2020年02月22日","1,078,573","1,082,615","1,085,398","1,069,285","1.44K","-0.37%"
"2020年02月21日","1,082,615","1,075,610","1,093,579","1,072,470","3.53K","0.58%"
"2020年02月20日","1,076,399","1,067,343","1,085,000","1,052,610","5.33K","0.75%"
"2020年02月19日","1,068,393","1,118,807","1,141,950","1,054,000","6.98K","-4.50%"
"2020年02月18日","1,118,700","1,066,850","1,129,629","1,055,815","6.24K","4.89%"
"2020年02月17日","1,066,553","1,091,360","1,099,200","1,042,270","6.03K","-2.32%"
"2020年02月16日","1,091,898","1,087,798","1,104,590","1,066,000","5.20K","0.38%"
"2020年02月15日","1,087,798","1,137,555","1,140,467","1,080,430","4.19K","-4.37%"
"2020年02月14日","1,137,555","1,124,591","1,139,700","1,110,166","4.69K","1.15%"
"2020年02月13日","1,124,591","1,136,950","1,150,408","1,106,170","8.39K","-1.09%"
"2020年02月12日","1,136,950","1,123,524","1,149,999","1,123,524","6.88K","1.19%"
"2020年02月11日","1,123,524","1,081,510","1,133,333","1,066,002","6.26K","3.88%"
"2020年02月10日","1,081,510","1,110,975","1,116,500","1,073,000","5.75K","-2.65%"
"2020年02月09日","1,110,975","1,086,240","1,113,500","1,085,400","5.02K","2.28%"
"2020年02月08日","1,086,240","1,076,199","1,090,499","1,061,000","3.44K","0.92%"
"2020年02月07日","1,076,391","1,070,910","1,083,970","1,067,450","4.19K","0.51%"
"2020年02月06日","1,070,900","1,053,671","1,083,148","1,046,690","6.57K","1.64%"
"2020年02月05日","1,053,671","1,003,300","1,068,940","1,001,211","6.63K","5.02%"
"2020年02月04日","1,003,300","1,008,820","1,015,000","991,660","3.75K","-0.52%"
"2020年02月03日","1,008,555","1,010,175","1,040,000","1,003,606","4.57K","-0.18%"
"2020年02月02日","1,010,417","1,015,630","1,025,000","995,050","4.37K","-0.51%"
"2020年02月01日","1,015,630","1,013,273","1,023,948","1,007,302","2.84K","0.26%"
"2020年01月31日","1,013,000","1,031,610","1,032,279","1,003,000","4.49K","-1.80%"
"2020年01月30日","1,031,610","1,011,955","1,036,478","1,001,346","5.93K","1.94%"
"2020年01月29日","1,011,955","1,022,498","1,025,267","1,006,500","6.23K","-1.03%"
"2020年01月28日","1,022,498","969,060","1,023,558","969,060","8.41K","5.51%"
"2020年01月27日","969,060","936,240","978,949","935,310","4.76K","3.58%"
"2020年01月26日","935,530","911,000","938,745","907,000","2.59K","2.69%"
"2020年01月25日","911,012","921,808","922,390","903,636","2.02K","-1.17%"
"2020年01月24日","921,808","918,822","931,120","901,240","4.14K","0.32%"
"2020年01月23日","918,822","950,633","951,950","906,220","4.84K","-3.35%"
"2020年01月22日","950,633","957,629","967,075","943,000","2.81K","-0.73%"
"2020年01月21日","957,629","950,811","960,000","933,333","3.72K","0.72%"
"2020年01月20日","950,811","957,880","961,898","938,020","4.10K","-0.75%"
"2020年01月19日","957,977","981,000","1,009,500","940,000","7.36K","-2.35%"
"2020年01月18日","981,000","980,172","987,152","970,996","3.45K","0.08%"
"2020年01月17日","980,172","958,730","990,001","954,290","7.94K","2.24%"
"2020年01月16日","958,730","964,324","968,750","943,000","5.03K","-0.58%"
"2020年01月15日","964,324","965,570","975,000","939,000","7.74K","-0.13%"
"2020年01月14日","965,570","887,538","970,000","887,400","11.11K","8.79%"
"2020年01月13日","887,538","893,000","893,620","881,900","2.79K","-0.54%"
"2020年01月12日","892,350","875,339","892,959","870,500","2.99K","1.89%"
"2020年01月11日","875,808","895,000","902,444","874,501","4.53K","-2.14%"
"2020年01月10日","895,000","854,944","895,859","840,010","7.07K","4.69%"
"2020年01月09日","854,944","877,290","877,947","848,000","5.69K","-2.55%"
"2020年01月08日","877,290","882,100","914,564","859,770","11.35K","-0.69%"
"2020年01月07日","883,413","841,539","888,759","839,000","7.98K","4.98%"
"2020年01月06日","841,539","793,632","844,900","793,000","5.08K","6.04%"
"2020年01月05日","793,632","794,060","809,500","789,062","2.54K","-0.05%"
"2020年01月04日","794,060","792,882","798,999","786,500","1.90K","0.18%"
"2020年01月03日","792,650","754,800","798,000","742,520","5.65K","5.01%"
"2020年01月02日","754,800","780,490","781,186","751,850","2.50K","-3.29%"
"2020年01月01日","780,490","779,690","786,450","778,000","1.45K","0.13%"
"2019年12月31日","779,450","786,800","793,020","773,932","2.54K","-0.97%"
"2019年12月30日","787,115","807,988","808,076","784,966","2.63K","-2.58%"
"2019年12月29日","807,988","799,490","822,020","796,070","2.81K","1.06%"
"2019年12月28日","799,490","792,233","803,741","791,520","2.19K","0.92%"
"2019年12月27日","792,233","788,628","793,328","774,321","3.63K","0.50%"
"2019年12月26日","788,330","787,145","812,770","784,000","3.96K","0.15%"
"2019年12月25日","787,145","793,410","794,896","780,314","3.87K","-0.79%"
"2019年12月24日","793,410","800,320","813,230","783,870","4.65K","-0.86%"
"2019年12月23日","800,320","821,695","840,000","795,000","6.73K","-2.58%"
"2019年12月22日","821,550","781,592","822,000","779,490","3.35K","5.11%"
"2019年12月21日","781,592","786,600","786,600","778,740","1.14K","-0.64%"
"2019年12月20日","786,600","779,042","789,695","771,781","2.95K","0.97%"
"2019年12月19日","779,042","798,000","807,000","769,412","6.25K","-2.38%"
"2019年12月18日","798,000","725,029","812,000","705,282","8.76K","10.10%"
"2019年12月17日","724,800","754,500","758,796","719,111","3.54K","-3.96%"
"2019年12月16日","754,693","777,016","780,632","749,000","3.06K","-2.87%"
"2019年12月15日","777,016","773,304","784,660","767,747","2.50K","0.48%"
"2019年12月14日","773,304","792,353","794,837","767,530","1.69K","-2.40%"
"2019年12月13日","792,353","786,190","796,440","786,190","2.00K","0.78%"
"2019年12月12日","786,190","782,164","792,573","767,910","2.91K","0.51%"
"2019年12月11日","782,164","785,869","790,750","775,000","1.90K","-0.47%"
"2019年12月10日","785,869","797,959","802,500","779,001","2.81K","-1.52%"
"2019年12月09日","797,959","816,707","826,000","791,780","3.52K","-2.30%"
"2019年12月08日","816,707","814,301","821,222","802,899","1.77K","0.30%"
"2019年12月07日","814,301","818,480","826,320","813,050","2.13K","-0.51%"
"2019年12月06日","818,480","803,858","823,007","793,555","4.31K","1.82%"
"2019年12月05日","803,858","783,614","814,773","780,000","6.04K","2.48%"
"2019年12月04日","784,410","792,786","840,910","770,374","6.25K","-1.06%"
"2019年12月03日","792,786","796,925","808,200","789,600","2.74K","-0.52%"
"2019年12月02日","796,925","811,428","814,000","786,270","4.48K","-1.79%"
"2019年12月01日","811,428","827,000","827,000","793,850","5.54K","-1.93%"
"2019年11月30日","827,393","849,890","854,170","818,256","3.75K","-2.65%"
"2019年11月29日","849,890","814,000","860,000","813,000","6.68K","4.41%"
"2019年11月28日","814,000","822,070","837,372","808,765","6.14K","-1.02%"
"2019年11月27日","822,380","781,873","840,337","749,194","9.09K","5.18%"
"2019年11月26日","781,873","776,240","798,976","765,308","7.04K","0.73%"
"2019年11月25日","776,240","752,853","802,854","711,449","12.81K","3.13%"
"2019年11月24日","752,676","796,610","798,580","750,000","5.70K","-5.50%"
"2019年11月23日","796,490","791,420","799,646","772,200","4.76K","0.64%"
"2019年11月22日","791,420","828,223","836,660","739,590","12.16K","-4.38%"
"2019年11月21日","827,661","876,921","880,598","816,500","4.57K","-5.62%"
"2019年11月20日","876,921","880,856","889,430","871,151","2.26K","-0.45%"
"2019年11月19日","880,856","888,914","891,000","868,800","2.69K","-0.91%"
"2019年11月18日","888,914","925,304","925,480","888,088","2.52K","-3.93%"
"2019年11月17日","925,304","923,400","937,315","913,270","1.96K","0.21%"
"2019年11月16日","923,400","921,482","928,343","918,000","1.24K","0.21%"
"2019年11月15日","921,483","936,240","951,999","913,332","4.01K","-1.58%"
"2019年11月14日","936,240","953,321","956,063","931,001","2.76K","-1.79%"
"2019年11月13日","953,321","960,000","961,706","947,326","2.77K","-0.70%"
"2019年11月12日","960,000","950,719","967,000","936,276","3.33K","0.98%"
"2019年11月11日","950,719","986,500","988,850","938,349","3.32K","-3.63%"
"2019年11月10日","986,500","962,771","994,598","956,465","2.43K","2.46%"
"2019年11月09日","962,771","957,397","970,000","954,400","1.96K","0.56%"
"2019年11月08日","957,397","1,006,445","1,008,180","949,004","5.26K","-4.85%"
"2019年11月07日","1,006,170","1,015,778","1,018,020","993,000","2.98K","-0.96%"
"2019年11月06日","1,015,935","1,015,450","1,027,350","1,008,000","2.89K","0.05%"
"2019年11月05日","1,015,450","1,021,915","1,029,200","998,980","5.41K","-0.63%"
"2019年11月04日","1,021,915","996,034","1,032,716","987,909","4.05K","2.60%"
"2019年11月03日","996,034","1,006,460","1,014,500","982,410","2.39K","-1.04%"
"2019年11月02日","1,006,460","999,769","1,013,499","996,083","2.80K","0.67%"
"2019年11月01日","999,769","988,920","1,004,000","978,505","5.65K","1.10%"
"2019年10月31日","988,920","997,247","1,017,000","969,000","7.32K","-0.83%"
"2019年10月30日","997,247","1,025,514","1,025,514","980,689","7.03K","-2.76%"
"2019年10月29日","1,025,514","1,004,000","1,038,070","989,800","8.11K","2.15%"
"2019年10月28日","1,003,920","1,037,500","1,074,155","1,002,218","11.14K","-3.24%"
"2019年10月27日","1,037,500","1,002,159","1,057,994","986,620","13.39K","3.53%"
"2019年10月26日","1,002,159","940,000","1,123,999","938,840","23.35K","6.61%"
"2019年10月25日","940,000","807,500","949,998","804,350","11.04K","16.44%"
"2019年10月24日","807,310","812,765","815,114","800,200","3.80K","-0.62%"
"2019年10月23日","812,309","870,050","872,510","797,091","7.91K","-6.64%"
"2019年10月22日","870,050","891,947","900,900","867,474","2.60K","-2.45%"
"2019年10月21日","891,947","891,400","903,544","884,500","2.99K","0.06%"
"2019年10月20日","891,400","863,000","898,643","854,060","3.65K","3.29%"
"2019年10月19日","863,000","862,890","877,100","856,268","2.55K","0.01%"
"2019年10月18日","862,890","877,000","881,498","852,227","3.28K","-1.61%"
"2019年10月17日","877,000","869,340","881,660","863,211","2.78K","0.88%"
"2019年10月16日","869,340","887,464","889,966","861,043","3.92K","-2.04%"
"2019年10月15日","887,464","905,500","910,995","885,120","2.75K","-1.99%"
"2019年10月14日","905,500","899,998","910,000","890,619","1.98K","0.61%"
"2019年10月13日","899,998","901,833","918,000","886,795","1.75K","-0.20%"
"2019年10月12日","901,833","897,348","911,501","896,521","1.26K","0.41%"
"2019年10月11日","898,149","926,444","948,380","893,456","4.04K","-3.05%"
"2019年10月10日","926,444","919,414","929,866","910,626","2.67K","0.76%"
"2019年10月09日","919,414","874,804","932,170","869,120","4.73K","5.10%"
"2019年10月08日","874,804","880,798","894,814","868,201","2.32K","-0.51%"
"2019年10月07日","879,300","841,354","892,000","830,505","3.90K","4.51%"
"2019年10月06日","841,354","873,970","874,895","835,000","3.12K","-3.58%"
"2019年10月05日","872,594","873,171","877,475","860,063","1.50K","-0.07%"
"2019年10月04日","873,171","881,977","882,000","856,768","2.79K","-1.00%"
"2019年10月03日","881,977","899,088","902,742","865,000","3.02K","-1.90%"
"2019年10月02日","899,088","896,313","899,988","879,845","2.74K","0.27%"
"2019年10月01日","896,699","898,291","921,254","886,600","4.60K","-0.06%"
"2019年09月30日","897,247","869,799","902,449","834,738","6.20K","3.16%"
"2019年09月29日","869,799","887,254","890,442","855,707","2.70K","-1.97%"
"2019年09月28日","887,254","886,900","900,000","867,310","2.85K","0.04%"
"2019年09月27日","886,900","869,765","894,044","850,559","5.08K","1.99%"
"2019年09月26日","869,605","910,274","912,552","834,893","8.04K","-4.50%"
"2019年09月25日","910,557","917,998","938,509","884,520","9.18K","-0.86%"
"2019年09月24日","918,451","1,044,001","1,054,990","864,000","12.18K","-12.00%"
"2019年09月23日","1,043,745","1,081,500","1,083,314","1,035,100","3.43K","-3.49%"
"2019年09月22日","1,081,500","1,074,712","1,085,520","1,060,000","2.22K","0.69%"
"2019年09月21日","1,074,107","1,093,999","1,094,999","1,069,100","2.19K","-1.82%"
"2019年09月20日","1,093,999","1,108,999","1,112,157","1,084,650","2.48K","-1.35%"
"2019年09月19日","1,108,999","1,100,344","1,118,500","1,044,513","4.70K","0.79%"
"2019年09月18日","1,100,344","1,101,600","1,108,409","1,091,320","2.66K","-0.11%"
"2019年09月17日","1,101,600","1,108,663","1,111,111","1,096,729","1.94K","-0.64%"
"2019年09月16日","1,108,663","1,111,526","1,118,200","1,089,480","2.41K","-0.26%"
"2019年09月15日","1,111,526","1,118,737","1,121,842","1,107,000","1.30K","-0.64%"
"2019年09月14日","1,118,737","1,119,558","1,127,737","1,107,000","1.55K","-0.07%"
"2019年09月13日","1,119,558","1,127,000","1,128,535","1,098,310","2.57K","-0.65%"
"2019年09月12日","1,126,914","1,095,555","1,129,999","1,083,603","3.27K","2.86%"
"2019年09月11日","1,095,555","1,086,657","1,105,000","1,063,023","3.55K","0.82%"
"2019年09月10日","1,086,657","1,106,945","1,115,380","1,068,024","2.59K","-1.83%"
"2019年09月09日","1,106,945","1,112,171","1,124,939","1,078,220","3.75K","-0.47%"
"2019年09月08日","1,112,171","1,121,490","1,133,492","1,101,432","2.48K","-0.83%"
"2019年09月07日","1,121,490","1,103,996","1,130,000","1,103,322","2.12K","1.63%"
"2019年09月06日","1,103,530","1,131,641","1,170,650","1,093,342","5.75K","-2.48%"
"2019年09月05日","1,131,641","1,124,541","1,135,999","1,115,000","3.77K","0.63%"
"2019年09月04日","1,124,541","1,124,000","1,148,000","1,102,976","4.19K","0.06%"
"2019年09月03日","1,123,856","1,102,000","1,140,850","1,090,480","6.05K","1.98%"
"2019年09月02日","1,102,000","1,036,267","1,108,976","1,035,555","5.03K","6.34%"
"2019年09月01日","1,036,267","1,020,001","1,043,220","1,014,636","1.94K","1.59%"
"2019年08月31日","1,020,001","1,018,178","1,029,871","1,004,490","1.68K","0.18%"
"2019年08月30日","1,018,178","1,011,000","1,030,999","997,049","2.91K","0.71%"
"2019年08月29日","1,011,000","1,032,192","1,032,344","990,578","5.03K","-2.05%"
"2019年08月28日","1,032,192","1,075,910","1,088,200","1,013,400","5.59K","-4.06%"
"2019年08月27日","1,075,910","1,097,674","1,099,835","1,062,390","3.13K","-1.98%"
"2019年08月26日","1,097,674","1,065,549","1,120,125","1,064,748","6.66K","3.33%"
"2019年08月25日","1,062,294","1,069,511","1,091,000","1,047,191","4.04K","-0.67%"
"2019年08月24日","1,069,511","1,097,352","1,099,821","1,047,160","3.50K","-2.54%"
"2019年08月23日","1,097,352","1,076,343","1,110,000","1,068,500","4.07K","1.95%"
"2019年08月22日","1,076,343","1,080,771","1,089,266","1,040,000","5.41K","-0.41%"
"2019年08月21日","1,080,771","1,143,495","1,147,035","1,052,060","5.69K","-5.39%"
"2019年08月20日","1,142,357","1,164,274","1,167,899","1,122,240","3.80K","-1.88%"
"2019年08月19日","1,164,274","1,098,880","1,165,696","1,092,657","4.95K","5.95%"
"2019年08月18日","1,098,880","1,088,953","1,117,043","1,072,500","3.00K","0.91%"
"2019年08月17日","1,088,953","1,100,020","1,113,800","1,064,670","3.82K","-1.01%"
"2019年08月16日","1,100,020","1,095,055","1,120,998","1,034,652","8.54K","0.45%"
"2019年08月15日","1,095,055","1,063,000","1,109,510","1,005,000","10.11K","3.02%"
"2019年08月14日","1,063,000","1,158,871","1,159,359","1,051,000","7.27K","-8.27%"
"2019年08月13日","1,158,871","1,201,588","1,206,190","1,144,120","3.94K","-3.38%"
"2019年08月12日","1,199,458","1,217,705","1,219,000","1,183,564","2.47K","-1.50%"
"2019年08月11日","1,217,696","1,193,155","1,221,384","1,178,000","3.42K","2.08%"
"2019年08月10日","1,192,882","1,254,905","1,263,472","1,186,849","4.72K","-4.87%"
"2019年08月09日","1,253,947","1,267,904","1,273,214","1,230,122","4.77K","-1.10%"
"2019年08月08日","1,267,904","1,269,227","1,273,985","1,218,000","6.64K","-0.10%"
"2019年08月07日","1,269,227","1,220,016","1,284,000","1,210,000","8.80K","4.01%"
"2019年08月06日","1,220,262","1,246,972","1,306,050","1,190,390","9.33K","-2.14%"
"2019年08月05日","1,246,972","1,170,875","1,265,437","1,170,259","9.88K","6.56%"
"2019年08月04日","1,170,258","1,153,754","1,181,588","1,126,628","4.96K","1.43%"
"2019年08月03日","1,153,754","1,123,000","1,160,808","1,120,888","4.66K","2.74%"
"2019年08月02日","1,123,000","1,118,400","1,139,709","1,105,945","5.05K","0.41%"
"2019年08月01日","1,118,400","1,099,269","1,125,579","1,078,757","4.63K","1.74%"
"2019年07月31日","1,099,269","1,041,900","1,100,000","1,039,500","5.50K","5.51%"
"2019年07月30日","1,041,900","1,035,395","1,058,330","1,021,811","3.97K","0.63%"
"2019年07月29日","1,035,395","1,038,438","1,055,555","1,020,000","3.98K","-0.07%"
"2019年07月28日","1,036,120","1,030,710","1,050,000","995,127","3.73K","0.45%"
"2019年07月27日","1,031,500","1,069,964","1,108,827","1,015,692","5.08K","-3.65%"
"2019年07月26日","1,070,599","1,073,650","1,076,050","1,050,000","3.05K","-0.24%"
"2019年07月25日","1,073,176","1,056,426","1,103,751","1,053,853","4.55K","1.59%"
"2019年07月24日","1,056,426","1,067,004","1,072,890","1,029,999","5.25K","-1.04%"
"2019年07月23日","1,067,523","1,114,925","1,115,690","1,063,001","5.28K","-4.25%"
"2019年07月22日","1,114,925","1,142,766","1,154,250","1,087,026","6.04K","-2.44%"
"2019年07月21日","1,142,766","1,160,989","1,169,200","1,114,555","5.81K","-1.49%"
"2019年07月20日","1,160,000","1,134,597","1,195,058","1,120,001","9.01K","2.24%"
"2019年07月19日","1,134,597","1,144,998","1,160,000","1,092,945","10.98K","-0.91%"
"2019年07月18日","1,144,998","1,045,283","1,159,341","1,005,100","13.55K","9.54%"
"2019年07月17日","1,045,283","1,021,334","1,078,220","981,000","16.53K","2.34%"
"2019年07月16日","1,021,334","1,177,393","1,196,290","1,015,501","14.90K","-13.25%"
"2019年07月15日","1,177,393","1,103,883","1,198,140","1,072,000","12.64K","6.66%"
"2019年07月14日","1,103,883","1,233,028","1,242,572","1,093,140","10.86K","-10.60%"
"2019年07月13日","1,234,824","1,278,534","1,282,500","1,180,000","7.28K","-3.42%"
"2019年07月12日","1,278,534","1,237,053","1,289,996","1,204,499","8.85K","3.36%"
"2019年07月11日","1,237,000","1,313,605","1,313,605","1,201,341","14.77K","-5.83%"
"2019年07月10日","1,313,605","1,368,888","1,430,000","1,255,046","16.06K","-4.12%"
"2019年07月09日","1,370,000","1,335,844","1,390,000","1,315,899","10.84K","2.56%"
"2019年07月08日","1,335,843","1,246,467","1,347,921","1,230,000","8.22K","7.17%"
"2019年07月07日","1,246,467","1,223,944","1,259,820","1,208,493","5.59K","1.84%"
"2019年07月06日","1,223,944","1,197,650","1,269,999","1,196,908","7.29K","2.12%"
"2019年07月05日","1,198,483","1,206,000","1,244,110","1,170,689","9.91K","-0.62%"
"2019年07月04日","1,206,000","1,291,931","1,298,542","1,195,000","10.21K","-6.65%"
"2019年07月03日","1,291,931","1,174,473","1,295,206","1,173,244","16.69K","10.09%"
"2019年07月02日","1,173,500","1,156,305","1,181,640","1,050,000","16.52K","1.49%"
"2019年07月01日","1,156,299","1,172,850","1,220,000","1,090,107","15.26K","-1.41%"
"2019年06月30日","1,172,840","1,290,768","1,322,000","1,164,650","10.74K","-9.14%"
"2019年06月29日","1,290,768","1,342,710","1,344,000","1,241,052","11.79K","-3.87%"
"2019年06月28日","1,342,710","1,221,271","1,347,776","1,170,579","17.20K","9.94%"
"2019年06月27日","1,221,271","1,399,265","1,437,550","1,118,000","25.78K","-12.72%"
"2019年06月26日","1,399,251","1,262,333","1,495,427","1,252,500","24.34K","10.85%"
"2019年06月25日","1,262,333","1,180,798","1,264,000","1,180,582","11.21K","6.91%"
"2019年06月24日","1,180,700","1,163,067","1,187,227","1,131,280","7.02K","1.48%"
"2019年06月23日","1,163,505","1,145,500","1,199,432","1,127,222","7.91K","1.57%"
"2019年06月22日","1,145,500","1,095,000","1,199,999","1,083,000","15.98K","4.61%"
"2019年06月21日","1,095,000","1,023,420","1,097,290","1,023,420","8.20K","6.99%"
"2019年06月20日","1,023,420","1,002,171","1,030,000","994,443","4.99K","2.14%"
"2019年06月19日","1,002,024","986,025","1,005,000","982,000","3.59K","1.62%"
"2019年06月18日","986,025","1,013,696","1,015,370","970,500","6.03K","-2.73%"
"2019年06月17日","1,013,696","977,299","1,025,500","976,280","8.13K","3.72%"
"2019年06月16日","977,299","959,400","1,018,297","953,001","11.24K","1.86%"
"2019年06月15日","959,450","944,847","962,000","935,265","4.81K","1.55%"
"2019年06月14日","944,847","893,750","946,711","888,022","5.65K","5.72%"
"2019年06月13日","893,750","886,889","905,000","875,000","4.03K","0.77%"
"2019年06月12日","886,889","860,725","897,000","851,679","5.53K","3.04%"
"2019年06月11日","860,725","870,015","873,713","840,000","4.43K","-1.07%"
"2019年06月10日","870,015","833,500","877,099","819,776","6.71K","4.37%"
"2019年06月09日","833,600","860,954","864,500","821,194","4.71K","-3.18%"
"2019年06月08日","860,954","867,670","873,200","845,500","3.15K","-0.77%"
"2019年06月07日","867,670","846,482","881,196","840,260","5.60K","2.56%"
"2019年06月06日","846,012","844,971","853,300","810,055","5.54K","0.12%"
"2019年06月05日","844,971","831,423","857,689","821,574","8.64K","1.63%"
"2019年06月04日","831,424","878,998","880,234","807,269","12.76K","-5.44%"
"2019年06月03日","879,237","946,500","947,472","875,000","6.92K","-7.11%"
"2019年06月02日","946,500","925,022","954,515","924,021","4.51K","2.32%"
"2019年06月01日","925,022","928,000","932,475","916,000","3.52K","-0.34%"
"2019年05月31日","928,180","907,386","931,359","889,906","7.48K","2.29%"
"2019年05月30日","907,386","948,273","990,246","880,878","10.63K","-4.31%"
"2019年05月29日","948,273","952,867","955,736","923,389","5.40K","-0.48%"
"2019年05月28日","952,867","960,100","964,500","938,500","4.67K","-0.75%"
"2019年05月27日","960,100","953,474","975,000","946,002","8.05K","0.69%"
"2019年05月26日","953,475","883,875","954,250","867,000","7.53K","7.87%"
"2019年05月25日","883,875","874,415","888,888","870,100","3.41K","1.08%"
"2019年05月24日","874,415","863,494","892,825","856,000","6.14K","1.26%"
"2019年05月23日","863,494","844,000","874,517","826,000","6.27K","2.31%"
"2019年05月22日","844,000","879,495","885,900","833,000","6.29K","-4.06%"
"2019年05月21日","879,734","878,650","894,338","864,950","5.95K","0.12%"
"2019年05月20日","878,650","899,120","900,135","835,500","10.12K","-2.35%"
"2019年05月19日","899,774","801,006","909,850","800,655","11.75K","12.33%"
"2019年05月18日","801,006","813,262","822,076","796,770","5.18K","-1.24%"
"2019年05月17日","811,041","867,106","872,500","737,859","13.68K","-6.47%"
"2019年05月16日","867,106","897,002","916,900","850,000","10.64K","-3.33%"
"2019年05月15日","897,006","877,000","906,002","863,005","11.16K","2.28%"
"2019年05月14日","877,000","854,062","915,000","837,450","16.16K","2.51%"
"2019年05月13日","855,542","766,000","890,131","755,210","16.50K","11.65%"
"2019年05月12日","766,297","797,450","838,429","742,991","17.38K","-3.97%"
"2019年05月11日","798,000","698,820","880,000","698,816","13.56K","14.19%"
"2019年05月10日","698,820","674,662","705,195","671,306","7.48K","3.58%"
"2019年05月09日","674,664","653,899","677,195","652,776","5.54K","3.18%"
"2019年05月08日","653,899","636,280","657,800","630,000","4.94K","2.98%"
"2019年05月07日","635,000","629,700","659,550","629,465","7.33K","0.84%"
"2019年05月06日","629,700","632,873","636,781","616,000","4.21K","-0.50%"
"2019年05月05日","632,870","640,290","640,455","625,701","3.09K","-1.17%"
"2019年05月04日","640,362","628,128","644,960","613,001","5.09K","2.01%"
"2019年05月03日","627,765","601,458","644,899","599,300","7.20K","4.37%"
"2019年05月02日","601,458","593,000","604,659","591,364","2.77K","1.43%"
"2019年05月01日","593,000","587,393","595,050","587,013","2.95K","0.95%"
"2019年04月30日","587,393","577,863","589,668","575,345","2.82K","1.65%"
"2019年04月29日","577,863","579,000","583,299","573,000","2.74K","-0.20%"
"2019年04月28日","579,000","579,990","585,500","575,000","2.19K","-0.17%"
"2019年04月27日","579,990","579,700","584,299","573,755","2.38K","0.05%"
"2019年04月26日","579,700","579,000","596,000","567,910","7.17K","0.12%"
"2019年04月25日","579,000","611,479","616,448","560,010","7.07K","-5.31%"
"2019年04月24日","611,480","619,737","629,350","604,666","5.45K","-1.33%"
"2019年04月23日","619,737","603,102","631,880","600,299","5.48K","2.76%"
"2019年04月22日","603,102","594,101","605,900","590,000","4.17K","1.52%"
"2019年04月21日","594,101","595,646","598,232","585,592","2.56K","-0.26%"
"2019年04月20日","595,646","591,437","599,991","589,390","2.35K","0.72%"
"2019年04月19日","591,375","591,395","597,500","582,885","3.24K","-0.00%"
"2019年04月18日","591,395","584,418","594,498","584,099","3.27K","1.19%"
"2019年04月17日","584,418","581,653","589,729","579,450","3.59K","0.42%"
"2019年04月16日","582,001","563,500","586,000","561,995","4.88K","3.25%"
"2019年04月15日","563,693","577,750","580,000","555,350","3.84K","-2.39%"
"2019年04月14日","577,520","568,149","580,150","563,268","1.88K","1.65%"
"2019年04月13日","568,149","569,500","574,000","564,940","1.48K","-0.24%"
"2019年04月12日","569,500","564,000","572,696","548,035","5.09K","0.98%"
"2019年04月11日","564,000","591,143","593,943","555,492","6.50K","-4.59%"
"2019年04月10日","591,143","576,703","608,702","574,000","7.20K","2.46%"
"2019年04月09日","576,941","588,520","589,040","573,000","5.04K","-1.97%"
"2019年04月08日","588,520","579,725","595,950","572,500","8.09K","1.52%"
"2019年04月07日","579,725","563,489","587,330","562,001","5.35K","2.88%"
"2019年04月06日","563,489","562,532","584,250","548,690","4.85K","0.17%"
"2019年04月05日","562,532","548,000","565,040","546,008","4.51K","2.65%"
"2019年04月04日","548,000","555,300","566,499","534,204","8.10K","-1.31%"
"2019年04月03日","555,300","545,469","596,490","538,315","16.91K","1.80%"
"2019年04月02日","545,469","460,500","570,012","459,980","14.73K","18.45%"
"2019年04月01日","460,500","453,417","461,498","450,000","3.55K","1.56%"
"2019年03月31日","453,417","453,000","454,599","451,284","1.13K","0.09%"
"2019年03月30日","453,000","452,501","458,000","447,690","1.71K","0.11%"
"2019年03月29日","452,501","443,222","453,623","443,000","3.30K","2.09%"
"2019年03月28日","443,222","444,477","444,477","440,000","1.82K","-0.28%"
"2019年03月27日","444,477","433,151","444,995","432,086","3.03K","2.61%"
"2019年03月26日","433,151","429,928","433,449","428,610","2.48K","0.75%"
"2019年03月25日","429,928","436,971","438,183","426,000","3.25K","-1.61%"
"2019年03月24日","436,971","438,303","438,500","434,000","1.34K","-0.35%"
"2019年03月23日","438,500","438,504","440,314","435,778","1.47K","-0.00%"
"2019年03月22日","438,504","440,825","441,633","437,500","2.16K","-0.53%"
"2019年03月21日","440,825","445,814","447,000","435,981","3.10K","-1.12%"
"2019年03月20日","445,814","445,064","447,465","442,000","2.89K","0.17%"
"2019年03月19日","445,064","442,176","446,000","438,762","2.54K","0.65%"
"2019年03月18日","442,176","441,450","446,800","438,530","3.15K","0.16%"
"2019年03月17日","441,454","443,635","443,988","438,200","1.62K","-0.49%"
"2019年03月16日","443,635","434,178","448,820","434,027","3.60K","2.18%"
"2019年03月15日","434,178","430,167","435,042","429,509","2.52K","0.93%"
"2019年03月14日","430,167","428,300","434,389","423,000","3.07K","0.44%"
"2019年03月13日","428,300","429,580","430,861","426,000","2.46K","-0.30%"
"2019年03月12日","429,580","428,795","431,300","423,560","2.67K","0.18%"
"2019年03月11日","428,795","433,206","434,144","425,600","4.30K","-1.02%"
"2019年03月10日","433,206","435,287","435,287","430,000","1.79K","-0.48%"
"2019年03月09日","435,287","427,484","437,980","426,700","2.73K","1.83%"
"2019年03月08日","427,484","430,100","433,560","420,427","3.36K","-0.61%"
"2019年03月07日","430,100","429,848","434,300","427,891","3.40K","0.06%"
"2019年03月06日","429,848","429,450","434,460","425,103","3.17K","0.09%"
